"","sum_weight_change","site","direction"
"1",0.0148253734395563,180,"ew"
"2",47.5328519947055,190,"ew"
"3",0.0192362302968691,205,"ew"
"4",0.000486871612269973,206,"ew"
"5",28147.9500627293,207,"ew"
"6",0.0140123587289856,209,"ew"
"7",0.11828387314275,215,"ew"
"8",0.383838907474684,216,"ew"
"9",0.000473115042365233,218,"ew"
"10",0.00205789248617122,220,"ew"
"11",0.00787446768051266,221,"ew"
"12",786911144604119424,231,"ew"
