Group	Species 	dist	R
Moths	Eilema complana	0.115402684	100
Moths	Eilema griseola	0.115402684	100
Moths	Phragmatobia fuliginosa	0.115402684	100
Bees	Nomada striata	0.115367358	100
Bees	Nomada zonata	0.115367358	200
Moths	Watsonalla cultraria	0.11423277	200
Bees	Sphecodes gibbus	0.113115926	100
Bees	Andrena tarsata	0.110895063	100
Bees	Chelostoma florisomne	0.110895063	100
Bees	Lasioglossum quadrinotatum	0.110895063	100
Bees	Nomada argentata	0.110895063	100
Moths	Acosmetia caliginosa	0.110764664	100
Moths	Anarta melanopa	0.110764664	100
Moths	Celaena haworthii	0.110764664	100
Moths	Denticucullus pygmina	0.110764664	100
Moths	Oligia latruncula	0.110764664	100
Moths	Oligia strigilis	0.110764664	100
Moths	Photedes extrema	0.110764664	100
Moths	Colotois pennaria	0.10848717	100
Moths	Crocallis dardoinaria	0.10848717	100
Moths	Lycia hirtaria	0.10848717	100
Bees	Sphecodes pellucidus	0.106544121	100
Bees	Lasioglossum malachurum	0.104413579	100
Bees	Lasioglossum albipes	0.102312684	100
Bees	Nomada hirtipes	0.102312684	100
Bees	Lasioglossum puncticolle	0.100241204	100
Bees	Nomada panzeri	0.100241204	100
Bees	Andrena nitidiuscula	0.099216424	100
Bees	Nomada flavopicta	0.098808548	100
Bees	Lasioglossum laeve	0.097390115	100
Moths	Eilema caniola	0.096450829	100
Moths	Eilema depressa	0.096450829	100
Moths	Hypena obsitalis	0.096450829	200
Moths	Pechipogo plumigeralis	0.096450829	
Bees	Andrena nana	0.096185576	200
Hoverfly	Eumerus funeralis	0.09586	100
Hoverfly	Lejogaster tarsata	0.09586	100
Hoverfly	Melanostoma certum	0.09586	100
Hoverfly	Orthonevra brevicornis	0.09586	100
Hoverfly	Orthonevra nobilis	0.09586	100
Hoverfly	Pelecocera caledonica	0.09586	100
Hoverfly	Pelecocera scaevoides	0.09586	100
Hoverfly	Pipizella viduata	0.09586	100
Hoverfly	Sphegina verecunda	0.09586	200
Moths	Apeira syringaria	0.093310709	100
Moths	Aplocera plagiata	0.093310709	100
Moths	Hydria cervinalis	0.093310709	100
Moths	Larentia clavaria	0.093310709	100
Moths	Peribatodes rhomboidaria	0.093310709	100
Moths	Siona lineata	0.093310709	100
Moths	Triphosa dubitata	0.093310709	100
Bees	Nomada facilis	0.092439195	100
Moths	Cryphia algae	0.092277452	100
Moths	Deltote pygarga	0.092277452	100
Moths	Deltote uncula	0.092277452	100
Moths	Eriopygodes imbecilla	0.092277452	100
Moths	Litoligia literosa	0.092277452	100
Moths	Oligia versicolor	0.092277452	100
Bees	Andrena coitana	0.09224486	100
Bees	Halictus confusus	0.09224486	100
Bees	Nomada integra	0.09224486	100
Bees	Sphecodes scabricollis	0.09224486	100
Bees	Nomada roberjeotiana	0.088417231	100
Bees	Stelis ornatula	0.088417231	100
Moths	Phymatopus hecta	0.088211345	100
Bees	Lasioglossum lativentre	0.086545255	100
Bees	Andrena niveata	0.086174178	100
Bees	Andrena floricola	0.084700868	200
Bees	Sphecodes ephippius	0.084700868	100
Bees	Halictus maculatus	0.082883844	100
Bees	Nomada fabriciana	0.082883844	200
Hoverfly	Paragus albifrons	0.0821875	200
Bees	Sphecodes monilicornis	0.081093955	100
Moths	Abraxas sylvata	0.080397725	100
Moths	Crocallis elinguaria	0.080397725	100
Moths	Eilema lurideola	0.080397725	100
Moths	Ennomos quercinaria	0.080397725	100
Moths	Selenia tetralunaria	0.080397725	100
Bees	Andrena alfkenella	0.079330976	100
Bees	Hylaeus punctulatissimus	0.079330976	100
Bees	Lasioglossum laticeps	0.079330976	100
Moths	Anarta myrtilli	0.076648579	100
Moths	Coenobia rufa	0.076648579	100
Moths	Coranarta cordigera	0.076648579	100
Moths	Deltote bankiana	0.076648579	100
Moths	Mesoligia furuncula	0.076648579	100
Moths	Oligia fasciuncula	0.076648579	100
Bees	Sphecodes hyalinatus	0.076054646	100
Bees	Halictus tumulorum	0.075884847	100
Bees	Lasioglossum fratellum	0.075884847	100
Bees	Andrena semilaevis	0.074201246	100
Bees	Hoplitis leucomelana	0.074201246	100
Bees	Nomada ferruginata	0.074201246	100
Bees	Hylaeus incongruus	0.07270825	100
Bees	Heriades truncorum	0.072543655	100
Bees	Andrena falsifica	0.069305606	100
Bees	Hylaeus annularis	0.069305606	100
Moths	Menophra abruptaria	0.068591991	100
Hoverfly	Neoascia interrupta	0.068515	200
Hoverfly	Neoascia meticulosa	0.068515	100
Hoverfly	Neoascia obliqua	0.068515	100
Hoverfly	Neoascia podagrica	0.068515	200
Hoverfly	Neocnemodon latitarsis	0.068515	200
Hoverfly	Neocnemodon verrucula	0.068515	100
Hoverfly	Neocnemodon vitripennis	0.068515	100
Hoverfly	Orthonevra intermedia	0.068515	100
Hoverfly	Pelecocera tricincta	0.068515	200
Hoverfly	Trichopsomyia lucida	0.068515	200
Hoverfly	Triglyphus primus	0.068515	200
Moths	Synanthedon scoliaeformis	0.067728898	100
Bees	Hylaeus confusus	0.0677247	100
Bees	Sphecodes reticulatus	0.0677247	100
Bees	Lasioglossum angusticeps	0.066323365	100
Bees	Andrena minutula	0.06616891	200
Bees	Hylaeus dilatatus	0.06616891	100
Bees	Nomada baccata	0.06616891	100
Bees	Sphecodes ferruginatus	0.06616891	100
Moths	Hypena crassalis	0.066021804	100
Moths	Orgyia recens	0.066021804	100
Moths	Paracolax tristalis	0.066021804	100
Moths	Pechipogo strigilata	0.066021804	100
Bees	Andrena subopaca	0.064638013	100
Bees	Lasioglossum brevicorne	0.063131786	100
Bees	Lasioglossum rufitarse	0.063131786	100
Bees	Lasioglossum villosulum	0.063131786	100
Moths	Elaphria venustula	0.062683596	100
Bees	Ceratina cyanea	0.061650009	100
Bees	Hylaeus pectoralis	0.059903836	100
Bees	Lasioglossum fulvicorne	0.058758913	100
Moths	Agriopis aurantiaria	0.058652173	100
Moths	Ennomos erosaria	0.058652173	100
Moths	Ennomos fuscantaria	0.058652173	100
Moths	Gnophos dumetata	0.058652173	100
Moths	Gnophos obfuscata	0.058652173	100
Moths	Hylaea fasciaria	0.058652173	100
Moths	Paradarisa consonaria	0.058652173	100
Moths	Selenia lunularia	0.058652173	100
Moths	Selidosema brunnearia	0.058652173	100
Bees	Hylaeus cornutus	0.055962961	100
Bees	Nomada conjungens	0.055962961	100
Bees	Hylaeus hyalinatus	0.054600113	100
Bees	Lasioglossum sexstrigatum	0.054600113	100
Bees	Stelis breviuscula	0.054600113	100
Moths	Cybosia mesomella	0.054019471	100
Moths	Eilema sororcula	0.054019471	100
Moths	Euclidia mi	0.054019471	100
Moths	Herminia tarsipennalis	0.054019471	100
Moths	Orgyia antiqua	0.054019471	100
Moths	Pelosia muscerda	0.054019471	100
Moths	Setina irrorella	0.054019471	100
Bees	Hylaeus communis	0.053260391	100
Bees	Lasioglossum nitidiusculum	0.051943576	100
Bees	Lasioglossum parvulum	0.051943576	100
Bees	Lasioglossum punctatissimum	0.051943576	100
Moths	Adscita statices	0.051053841	100
Moths	Synanthedon culiciformis	0.051053841	100
Moths	Synanthedon spheciformis	0.051053841	100
Moths	Zygaena exulans	0.051053841	100
Moths	Zygaena viciae	0.051053841	100
Bees	Heriades rubicola	0.050649449	100
Moths	Hemistola chrysoprasaria	0.049607534	100
Moths	Parectropis similaria	0.049607534	100
Moths	Peribatodes secundaria	0.049607534	100
Moths	Philereme transversata	0.049607534	100
Moths	Selenia dentaria	0.049607534	100
Bees	Nomada obtusifrons	0.049377792	100
Bees	Lasioglossum smeathmanellum	0.048128387	100
Bees	Sphecodes crassus	0.044511514	100
Moths	Euclidia glyphica	0.044062975	100
Moths	Hypena rostralis	0.044062975	100
Moths	Laspeyria flexula	0.044062975	100
Moths	Rivula sericealis	0.044062975	100
Moths	Trisateles emortualis	0.044062975	100
Bees	Andrena minutuloides	0.043348949	100
Bees	Nomada guttulata	0.042434149	100
Bees	Andrena nanula	0.042207553	100
Bees	Lasioglossum cupromicans	0.042207553	100
Bees	Lasioglossum pauperatum	0.042207553	100
Moths	Agriopis marginaria	0.042081984	100
Moths	Bupalus piniaria	0.042081984	100
Moths	Chesias legatella	0.042081984	100
Moths	Cleora cinctaria	0.042081984	100
Moths	Dyscia fagaria	0.042081984	100
Moths	Ennomos alniaria	0.042081984	100
Moths	Epirrita autumnata	0.042081984	100
Moths	Eulithis prunata	0.042081984	100
Moths	Plagodis pulveraria	0.042081984	100
Moths	Pseudoterpna coronillaria	0.042081984	100
Hoverfly	Neoascia geniculata	0.04117	100
Hoverfly	Neoascia tenur	0.04117	200
Hoverfly	Neocnemodon brevidens	0.04117	100
Hoverfly	Neocnemodon pubescens	0.04117	100
Hoverfly	Orthonevra geniculata	0.04117	100
Hoverfly	Paragus haemorrhous	0.04117	200
Hoverfly	Paragus tibialis	0.04117	200
Moths	Clostera pigra	0.038278423	100
Moths	Jordanita globulariae	0.038278423	100
Bees	Lasioglossum pauxillum	0.037849362	100
Bees	Sphecodes puncticeps	0.036810592	100
Moths	Alsophila aescularia	0.035268168	100
Moths	Aplocera efformata	0.035268168	200
Moths	Archiearis parthenias	0.035268168	100
Moths	Entephria caesiata	0.035268168	100
Moths	Entephria flavicinctata	0.035268168	100
Moths	Epirrita christyi	0.035268168	100
Moths	Epirrita dilutata	0.035268168	100
Moths	Hydria undulata	0.035268168	100
Moths	Macrochilo cribrumalis	0.035268168	100
Moths	Miltochrista miniata	0.035268168	100
Moths	Opisthograptis luteolata	0.035268168	200
Moths	Perconia strigillaria	0.035268168	100
Moths	Plagodis dolabraria	0.035268168	100
Moths	Rheumaptera hastata	0.035268168	100
Moths	Scotopteryx chenopodiata	0.035268168	100
Moths	Panemeria tenebrata	0.032962876	100
Bees	Lasioglossum leucopus	0.031910756	100
Bees	Dufourea minuta	0.03098811	100
Bees	Nomada flavoguttata	0.030084078	200
Moths	Eulithis mellinata	0.029674058	100
Moths	Melanthia procellata	0.029674058	100
Moths	Pelurga comitata	0.029674058	100
Moths	Scotopteryx luridata	0.029674058	100
Moths	Scotopteryx mucronata	0.029674058	100
Moths	Herminia tarsicrinalis	0.028622362	100
Moths	Nycteola revayana	0.028622362	100
Moths	Pelosia obtusa	0.028622362	100
Moths	Pennisetia hylaeiformis	0.028622362	100
Bees	Sphecodes geoffrellus	0.02833102	100
Bees	Hylaeus pictipes	0.026649908	100
Bees	Lasioglossum morio	0.026649908	100
Bees	Sphecodes niger	0.02583581	100
Moths	Aspitates gilvaria	0.024634908	100
Moths	Charissa obscurata	0.024634908	100
Moths	Dysstroma citrata	0.024634908	100
Moths	Dysstroma truncata	0.024634908	100
Moths	Gandaritis pyraliata	0.024634908	100
Moths	Mesoleuca albicillata	0.024634908	100
Moths	Petrophora chlorosata	0.024634908	100
Moths	Pseudoterpna pruinata	0.024634908	100
Moths	Scotopteryx bipunctaria	0.024634908	100
Moths	Timandra comae	0.024634908	200
Moths	Eilema pygmaeola	0.022318179	100
Moths	Parascotia fuliginaria	0.022318179	100
Bees	Hylaeus brevicornis	0.021308601	100
Moths	Apoda limacodes	0.020991799	100
Moths	Cilix glaucata	0.020991799	200
Bees	Sphecodes miniatus	0.020611707	100
Moths	Apocheima hispidaria	0.020560175	100
Moths	Boudinotiana notha	0.020560175	100
Moths	Cabera pusaria	0.020560175	100
Moths	Chloroclysta miata	0.020560175	100
Moths	Cleorodes lichenaria	0.020560175	100
Moths	Earophila badiata	0.020560175	100
Moths	Epirrita filigrammaria	0.020560175	100
Moths	Eulithis testata	0.020560175	100
Moths	Horisme tersata	0.020560175	100
Moths	Hydriomena furcata	0.020560175	100
Moths	Operophtera fagata	0.020560175	100
Moths	Photedes captiuncula	0.020133772	100
Bees	Sphecodes longulus	0.019134302	100
Bees	Lasioglossum semilucens	0.018615748	100
Bees	Nomada sheppardana	0.017981326	100
Bees	Chelostoma campanularum	0.017793955	100
Moths	Herminia grisealis	0.017683976	100
Moths	Agriopis leucophaearia	0.016908311	100
Moths	Cepphis advenaria	0.016908311	100
Moths	Chloroclysta siterata	0.016908311	100
Moths	Comibaena bajularia	0.016908311	100
Moths	Eulithis populata	0.016908311	100
Moths	Euphyia biangulata	0.016908311	100
Moths	Hemithea aestivaria	0.016908311	100
Moths	Horisme vitalbata	0.016908311	200
Moths	Hydriomena ruberata	0.016908311	100
Moths	Lampropteryx suffumata	0.016908311	100
Moths	Macaria liturata	0.016908311	100
Moths	Macaria wauaria	0.016908311	100
Moths	Thalera fimbrialis	0.016908311	100
Moths	Theria primaria	0.016908311	100
Moths	Trichopteryx carpinata	0.016908311	100
Moths	Trichopteryx polycommata	0.016908311	100
Moths	Xanthorhoe montanata	0.016908311	100
Moths	Earias clorana	0.015057256	100
Moths	Synanthedon vespiformis	0.015057256	100
Bees	Lasioglossum minutissimum	0.015031863	100
Moths	Anticlea derivata	0.013665758	100
Moths	Cabera exanthemata	0.013665758	100
Moths	Chesias rufata	0.013665758	100
Moths	Colostygia multistrigaria	0.013665758	100
Moths	Cyclophora linearia	0.013665758	100
Moths	Ecliptopera silaceata	0.013665758	100
Moths	Electrophaes corylata	0.013665758	100
Moths	Epirrhoe rivata	0.013665758	100
Moths	Gagitodes sagittata	0.013665758	100
Moths	Idaea aversata	0.013665758	100
Moths	Lithostege griseata	0.013665758	100
Moths	Lycia lapponaria	0.013665758	100
Moths	Macaria notata	0.013665758	100
Moths	Pachycnemia hippocastanaria	0.013665758	200
Moths	Scopula nigropunctata	0.013665758	100
Moths	Thera britannica	0.013665758	200
Moths	Thera obeliscata	0.013665758	200
Moths	Xanthorhoe quadrifasiata	0.013665758	100
Moths	Aethalura punctulata	0.01111559	100
Moths	Alcis jubata	0.01111559	100
Moths	Camptogramma bilineata	0.01111559	100
Moths	Coenocalpe lapidata	0.01111559	100
Moths	Cyclophora punctaria	0.01111559	200
Moths	Epione repandaria	0.01111559	100
Moths	Hydriomena impluviata	0.01111559	100
Moths	Lycia zonaria	0.01111559	100
Moths	Operophtera brumata	0.01111559	100
Moths	Pennithera firmata	0.01111559	100
Moths	Philereme vetulata	0.01111559	100
Moths	Pseudocoremia suavis	0.01111559	
Moths	Scopula floslactata	0.01111559	100
Moths	Spargania luctuata	0.01111559	200
Moths	Xanthorhoe fluctuata	0.01111559	200
Moths	Adscita geryon	0.010818247	100
Moths	Bembecia ichneumoniformis	0.010818247	100
Moths	Meganola albula	0.010818247	100
Moths	Pyropteron chrysidiformis	0.010818247	100
Moths	Nudaria mundana	0.010525595	100
Moths	Aspitates ochrearia	0.008867004	200
Moths	Catarhoe rubidata	0.008867004	100
Moths	Colostygia olivata	0.008867004	100
Moths	Cosmorhoe ocellata	0.008867004	100
Moths	Epirrhoe galiata	0.008867004	100
Moths	Euphyia unangulata	0.008867004	100
Moths	Idaea degeneraria	0.008867004	100
Moths	Idaea straminata	0.008867004	100
Moths	Lomographa temerata	0.008867004	100
Moths	Macaria alternata	0.008867004	200
Moths	Pareulype berberata	0.008867004	200
Moths	Pseudopanthera macularia	0.008867004	100
Moths	Scopula imitaria	0.008867004	200
Moths	Venusia cambrica	0.008867004	100
Moths	Thumatha senex	0.008099281	100
Moths	Meganola strigula	0.007371795	100
Moths	Nola confusalis	0.007371795	100
Moths	Synanthedon andrenaeformis	0.007371795	100
Moths	Synanthedon formicaeformis	0.007371795	100
Moths	Synanthedon myopaeformis	0.007371795	100
Moths	Aleucis distinctata	0.007138134	100
Moths	Aplasta ononaria	0.007138134	100
Moths	Coenotephria salicata	0.007138134	100
Moths	Colostygia pectinataria	0.007138134	100
Moths	Ematurga atomaria	0.007138134	100
Moths	Epirrhoe alternata	0.007138134	200
Moths	Eustroma reticulata	0.007138134	100
Moths	Lobophora halterata	0.007138134	100
Moths	Lomographa bimaculata	0.007138134	100
Moths	Macaria signaria	0.007138134	100
Moths	Odezia atrata	0.007138134	100
Moths	Perizoma affinitata	0.007138134	100
Moths	Plemyria rubiginata	0.007138134	100
Moths	Scopula marginepunctata	0.007138134	200
Moths	Scopula ternata	0.007138134	100
Moths	Thera cupressata	0.007138134	200
Moths	Xanthorhoe decoloraria	0.007138134	100
Moths	Phytometra viridaria	0.006035018	100
Moths	Schrankia costaestrigalis	0.006035018	200
Moths	Schrankia taenialis	0.006035018	100
Moths	Carsia sororiata	0.005623742	100
Moths	Catarhoe cuculata	0.005623742	100
Moths	Chiasmia clathrata	0.005623742	100
Moths	Cidaria fulvata	0.005623742	100
Moths	Cyclophora albipunctata	0.005623742	100
Moths	Cyclophora pendularia	0.005623742	200
Moths	Cyclophora porata	0.005623742	200
Moths	Epione vespertaria	0.005623742	100
Moths	Eupithecia abietaria	0.005623742	100
Moths	Lampropteryx otregiata	0.005623742	200
Moths	Ligdia adustata	0.005623742	200
Moths	Mesotype didymata	0.005623742	100
Moths	Xanthorhoe biriviata	0.005623742	200
Moths	Cyclophora annularia	0.004490076	200
Moths	Eupithecia expallidata	0.004490076	100
Moths	Eupithecia intricata	0.004490076	100
Moths	Eupithecia millefoliata	0.004490076	100
Moths	Eupithecia succenturiata	0.004490076	100
Moths	Lomaspilis marginata	0.004490076	100
Moths	Orthonama vittata	0.004490076	100
Moths	Perizoma flavofasciata	0.004490076	100
Moths	Scopula immutata	0.004490076	100
Moths	Scopula ornata	0.004490076	200
Moths	Thera cognata	0.004490076	100
Moths	Thera juniperata	0.004490076	100
Moths	Xanthorhoe designata	0.004490076	200
Moths	Xanthorhoe ferrugata	0.004490076	200
Moths	Xanthorhoe spadicearia	0.004490076	100
Moths	Acasis viretata	0.003502278	200
Moths	Anticollix sparsata	0.003502278	100
Moths	Chlorissa cloraria	0.003502278	100
Moths	Chlorissa viridata	0.003502278	100
Moths	Epirrhoe tristata	0.003502278	100
Moths	Eupithecia absinthiata	0.003502278	100
Moths	Eupithecia denotata	0.003502278	100
Moths	Eupithecia egenaria	0.003502278	100
Moths	Eupithecia extensaria	0.003502278	100
Moths	Eupithecia icterata	0.003502278	100
Moths	Eupithecia simpliciata	0.003502278	100
Moths	Eupithecia venosata	0.003502278	100
Moths	Hydrelia sylvata	0.003502278	100
Moths	Idaea emarginata	0.003502278	100
Moths	Jodis lactearia	0.003502278	100
Moths	Macaria brunneata	0.003502278	100
Moths	Nola cucullatella	0.003502278	100
Moths	Scopula emutaria	0.003502278	100
Moths	Synanthedon tipuliformis	0.003502278	100
Moths	Eupithecia exiguata	0.002654427	100
Moths	Eupithecia pimpinellata	0.002654427	100
Moths	Glacies coracina	0.002654427	100
Moths	Martania taeniata	0.002654427	100
Moths	Venusia blomeri	0.002654427	100
Moths	Synanthedon flaviventris	0.002281025	100
Moths	Eupithecia abbreviata	0.002050243	100
Moths	Eupithecia centaureata	0.002050243	100
Moths	Eupithecia innotata	0.002050243	200
Moths	Eupithecia insigniata	0.002050243	100
Moths	Eupithecia lariciata	0.002050243	100
Moths	Eupithecia pulchellata	0.002050243	100
Moths	Eupithecia satyrata	0.002050243	100
Moths	Eupithecia subfuscata	0.002050243	100
Moths	Eupithecia subumbrata	0.002050243	100
Moths	Eupithecia tripunctaria	0.002050243	200
Moths	Eupithecia vulgata	0.002050243	100
Moths	Idaea ochrata	0.002050243	100
Moths	Idaea subsericeata	0.002050243	100
Moths	Perizoma albulata	0.002050243	100
Moths	Phibalapteryx virgata	0.002050243	200
Moths	Euchoeca nebulata	0.001534952	100
Moths	Eupithecia assimilata	0.001534952	100
Moths	Eupithecia nanata	0.001534952	100
Moths	Eupithecia phoeniceata	0.001534952	100
Moths	Eupithecia trisignaria	0.001534952	100
Moths	Eupithecia virgaureata	0.001534952	200
Moths	Idaea biselata	0.001534952	100
Moths	Idaea sylvestraria	0.001534952	100
Moths	Idaea trigeminata	0.001534952	200
Moths	Macaria carbonaria	0.001534952	100
Moths	Pterapherapteryx sexalata	0.001534952	100
Moths	Heterogenea asella	0.001442198	100
Moths	Asthena albulata	0.001104366	100
Moths	Eupithecia irriguata	0.001104366	100
Moths	Eupithecia pusillata	0.001104366	100
Moths	Eupithecia tantillaria	0.001104366	100
Moths	Hydrelia flammeolaria	0.001104366	100
Moths	Idaea contiguaria	0.001104366	100
Moths	Idaea dimidiata	0.001104366	100
Moths	Idaea fuscovenosa	0.001104366	100
Moths	Idaea rusticata	0.001104366	100
Moths	Idaea seriata	0.001104366	100
Moths	Minoa murinata	0.001104366	100
Moths	Pasiphila debiliata	0.001104366	100
Moths	Perizoma alchemillata	0.001104366	100
Moths	Perizoma bifaciata	0.001104366	100
Moths	Perizoma blandiata	0.001104366	100
Moths	Scopula rubiginata	0.001104366	200
Moths	Chloroclystis v-ata	0.000817855	200
Moths	Eupithecia dodoneata	0.000817855	100
Moths	Eupithecia linariata	0.000817855	100
Moths	Eupithecia plumbeolata	0.000817855	100
Moths	Pasiphila chloerata	0.000817855	100
Moths	Pasiphila rectangulata	0.000817855	100
Moths	Hypenodes humidalis	0.000753957	100
Moths	Eupithecia distinctaria	0.000580158	100
Moths	Eupithecia indigata	0.000580158	100
Moths	Eupithecia inturbata	0.000580158	100
Moths	Eupithecia tenuiata	0.000580158	100
Moths	Eupithecia valerianata	0.000580158	100
Moths	Gymnoscelis rufifasciata	0.000580158	200
Moths	Idaea dilutaria	0.000580158	100
Moths	Idaea muricata	0.000580158	100
Moths	Perizoma minorata	0.000580158	100
Moths	Pyropteron muscaeformis	0.000528048	100
Moths	Eupithecia haworthiata	0.000432293	100
Moths	Eupithecia pygmaeata	0.000432293	100
Moths	Eupithecia ultimaria	0.000432293	100
