"","sum_weight_change","site"
"1",49.5818156383196,180
"2",0.000782918656569821,189
"3",0.134300769518728,190
"4",18.6971251978981,207
"5",0.0295596001194617,209
"6",505036.108391314,215
"7",550439.481069464,216
